,FirstName,LastName,Gender,EmailAddress,revenue
2264,BRADLEY,XU,M,bradley7@adventure-works.com,52.269999999999996
11090,LACEY,SIMPSON,F,lacey38@adventure-works.com,52.269999999999996
3594,CHLOE,COLLINS,F,chloe1@adventure-works.com,52.269999999999996
2230,BRAD,NARA,M,brad17@adventure-works.com,52.269999999999996
2073,BIANCA,HARRISON,F,bianca15@adventure-works.com,52.258399999999995
4435,DALTON,LOPEZ,M,dalton27@adventure-works.com,52.2384
237,ADRIANA,SUBRAM,F,adriana14@adventure-works.com,52.086200000000005
10214,KATELYN,ROBERTS,F,katelyn27@adventure-works.com,52.086200000000005
14232,PAULA,ASHE,F,paula7@adventure-works.com,52.086200000000005
7007,GRANT,SHARMA,M,grant11@adventure-works.com,52.086200000000005
12074,MARCO,SAI,M,marco6@adventure-works.com,52.086200000000005
6088,ERNEST,HARRISON,M,ernest18@adventure-works.com,52.086200000000005
11800,LUKE,PARKER,M,luke31@adventure-works.com,52.086200000000005
4280,CRYSTAL,WU,F,crystal9@adventure-works.com,52.086200000000005
10581,KELLY,BRYANT,F,kelly22@adventure-works.com,51.94
17628,WAYNE,DENG,M,wayne2@adventure-works.com,51.94
8593,JENNIFER,SANCHEZ,F,jennifer53@adventure-works.com,51.92
15398,RYAN,FOSTER,M,ryan19@adventure-works.com,51.85
8489,JEFFERY,SHE,M,jeffery23@adventure-works.com,51.85
12410,MARSHALL,RAJE,M,marshall34@adventure-works.com,51.85
8164,JAMIE,ALAN,M,jamie28@adventure-works.com,51.85
12362,MARIO,TANG,M,mario3@adventure-works.com,51.85
16493,SYDNEY,GARCIA,F,sydney78@adventure-works.com,51.85
14190,PATRICIA,KAPOOR,F,patricia6@adventure-works.com,51.85
5342,DUSTIN,XIE,M,dustin3@adventure-works.com,51.85
1899,BAILEY,ROBERTS,F,bailey25@adventure-works.com,51.809999999999995
2476,BRIANA,GOMEZ,F,briana1@adventure-works.com,51.6242
15185,RONNIE,LIANG,M,ronnie15@adventure-works.com,51.624199999999995
13600,NATASHA,TORRES,F,natasha11@adventure-works.com,51.624199999999995
4018,COLE,ROGERS,M,cole20@adventure-works.com,51.624199999999995
2995,CARLA,KAPOOR,F,carla4@adventure-works.com,51.624199999999995
2424,BRETT,ARUN,M,brett6@adventure-works.com,51.624199999999995
726,ALICIA,RAI,F,alicia14@adventure-works.com,51.55
3316,CASSIDY,RUSSELL,F,cassidy21@adventure-works.com,51.55
10093,KARI,MORENO,F,kari26@adventure-works.com,51.44
1672,ARTURO,LAL,M,arturo33@adventure-works.com,51.44
11302,LAWRENCE,SERRANO,M,lawrence15@adventure-works.com,51.086200000000005
16820,TERRANCE,MEHTA,M,terrance11@adventure-works.com,50.959999999999994
10890,KRISTINA,MALHOTRA,F,kristina5@adventure-works.com,50.959999999999994
15298,ROY,SULLIVAN,M,roy39@adventure-works.com,50.959999999999994
6720,GAVIN,JENKINS,M,gavin6@adventure-works.com,50.959999999999994
9221,JOHNATHAN,PRASAD,M,johnathan11@adventure-works.com,50.959999999999994
4625,DARRELL,LAL,M,darrell17@adventure-works.com,50.959999999999994
1947,BARBARA,ZHU,F,barbara23@adventure-works.com,50.959999999999994
12256,MARIA,WARD,F,maria15@adventure-works.com,50.959999999999994
17755,WILLIE,SHEN,M,willie22@adventure-works.com,50.959999999999994
16452,SUZANNE,LIANG,F,suzanne18@adventure-works.com,50.959999999999994
8620,JENNY,GUO,F,jenny19@adventure-works.com,50.959999999999994
530,ALEXANDRA,HENDERSON,F,alexandra28@adventure-works.com,50.959999999999994
5591,EDWARD,CAMPBELL,M,edward18@adventure-works.com,50.959999999999994
11094,LACEY,XU,F,lacey24@adventure-works.com,50.959999999999994
13705,NEIL,GOMEZ,M,neil2@adventure-works.com,50.959999999999994
16570,TABITHA,HERNANDEZ,F,tabitha23@adventure-works.com,50.959999999999994
2215,BONNIE,SKELLY,F,bonnie3@adventure-works.com,50.959999999999994
2024,BETH,BLANCO,F,beth18@adventure-works.com,50.959999999999994
648,ALEXIS,ALEXANDER,F,alexis42@adventure-works.com,50.959999999999994
16786,TAYLOR,WARD,F,taylor15@adventure-works.com,50.959999999999994
6584,GABRIELLA,RIVERA,F,gabriella15@adventure-works.com,50.959999999999994
4906,DENNIS,WANG,M,dennis2@adventure-works.com,50.959999999999994
9114,JODI,NATH,F,jodi19@adventure-works.com,50.959999999999994
3102,CAROL,COX,F,carol7@adventure-works.com,50.959999999999994
14165,PAIGE,WATSON,F,paige23@adventure-works.com,50.959999999999994
14169,PAMELA,GARCIA,F,pamela18@adventure-works.com,50.932599999999994
17621,WARREN,ZHENG,M,warren32@adventure-works.com,50.932599999999994
11560,LOGAN,WANG,M,logan24@adventure-works.com,50.9
17724,WILLIAM,WHITE,M,william8@adventure-works.com,50.9
11699,LUCAS,SCOTT,M,lucas46@adventure-works.com,50.9
15490,SAMANTHA,RODRIGUEZ,F,samantha21@adventure-works.com,50.85
192,ADAM,WANG,M,adam21@adventure-works.com,50.85
10280,KATHERINE,PEREZ,F,katherine60@adventure-works.com,50.83
1911,BARBARA,ASHE,F,barbara50@adventure-works.com,50.83
13111,MICHELLE,SANDERS,F,michelle5@adventure-works.com,50.44
17101,TOMMY,ANAND,M,tommy19@adventure-works.com,49.98
11646,LUCAS,DAVIS,M,lucas18@adventure-works.com,49.98
4754,DAWN,ANDERSEN,F,dawn37@adventure-works.com,49.98
4759,DAWN,DENG,F,dawn25@adventure-works.com,49.98
3075,CARLY,SHAN,F,carly10@adventure-works.com,49.98
2676,BRUCE,SANCHEZ,M,bruce20@adventure-works.com,49.98
10104,KARI,SANCHEZ,F,kari20@adventure-works.com,49.98
2002,BENJAMIN,POWELL,M,benjamin9@adventure-works.com,49.98
14024,OLIVIA,TAYLOR,F,olivia8@adventure-works.com,49.98
8472,JAY,SERRANO,M,jay46@adventure-works.com,49.98
4293,CURTIS,LI,M,curtis3@adventure-works.com,49.98
17478,VICTORIA,JOHNSON,F,victoria2@adventure-works.com,49.98
12237,MARIA,MORRIS,F,maria2@adventure-works.com,49.98
3587,CHLOE,BROWN,F,chloe38@adventure-works.com,49.98
14010,OLIVIA,POWELL,F,olivia54@adventure-works.com,49.98
13077,MICHELE,RUIZ,F,michele37@adventure-works.com,49.98
4880,DENISE,PATEL,F,denise5@adventure-works.com,49.98
12421,MARSHALL,XU,M,marshall26@adventure-works.com,49.98
2661,BRUCE,MARTIN,M,bruce22@adventure-works.com,49.98
8941,JESSIE,LIANG,M,jessie21@adventure-works.com,49.98
3940,CLAYTON,ZHAO,M,clayton9@adventure-works.com,49.98
5336,DUSTIN,RAJE,M,dustin14@adventure-works.com,49.98
5420,EBONY,DIAZ,F,ebony25@adventure-works.com,49.98
2104,BILLY,RUIZ,M,billy3@adventure-works.com,49.98
15862,SETH,HILL,M,seth30@adventure-works.com,49.98
5734,ELIJAH,PERRY,M,elijah11@adventure-works.com,49.98
16531,SYDNEY,ROBERTS,F,sydney47@adventure-works.com,49.98
9402,JORDAN,COLLINS,M,jordan56@adventure-works.com,49.98
4209,COURTNEY,CAMPBELL,F,courtney4@adventure-works.com,49.98
629,ALEXIA,ALEXANDER,F,alexia15@adventure-works.com,49.98
838,ALLISON,GRAY,F,allison4@adventure-works.com,49.98
7275,HEIDI,GONZALEZ,F,heidi21@adventure-works.com,49.98
17191,TRACY,JAI,F,tracy10@adventure-works.com,49.98
16516,SYDNEY,MITCHELL,F,sydney52@adventure-works.com,49.98
7499,ISAAC,COOPER,M,isaac8@adventure-works.com,49.98
9916,KAITLIN,ARTHUR,F,kaitlin6@adventure-works.com,49.98
1621,ARTHUR,DOMINGUEZ,M,arthur37@adventure-works.com,49.98
14928,RILEY,BUTLER,F,riley12@adventure-works.com,49.98
13279,MOHAMED,PAL,F,mohamed1@adventure-works.com,49.98
12796,MELANIE,GRIFFIN,F,melanie8@adventure-works.com,49.98
5453,EBONY,VANCE,F,ebony3@adventure-works.com,49.98
12466,MARTIN,SRINI,M,martin13@adventure-works.com,49.98
11557,LOGAN,THOMPSON,M,logan67@adventure-works.com,49.98
11392,LEVI,FERNANDEZ,M,levi15@adventure-works.com,49.98
10083,KARI,GILL,F,kari34@adventure-works.com,49.98
3512,CHASE,COOK,M,chase22@adventure-works.com,49.98
13350,MORGAN,CAMPBELL,F,morgan5@adventure-works.com,49.98
12838,MELINDA,RAMOS,F,melinda12@adventure-works.com,49.98
4981,DESTINY,BROWN,F,destiny4@adventure-works.com,49.98
15390,RYAN,BRYANT,M,ryan21@adventure-works.com,49.98
3180,CAROLYN,SUBRAM,F,carolyn12@adventure-works.com,49.98
15911,SETH,WASHINGTON,M,seth61@adventure-works.com,49.98
10752,KEVIN,TURNER,M,kevin42@adventure-works.com,49.98
457,ALEX,YOUNG,M,alex47@adventure-works.com,49.98
787,ALISON,GOEL,F,alison20@adventure-works.com,49.98
12562,MASON,SANCHEZ,M,mason16@adventure-works.com,49.98
6239,EVELYN,PATEL,F,evelyn3@adventure-works.com,49.98
3350,CATHERINE,RAMIREZ,F,catherine6@adventure-works.com,49.98
17060,TIMOTHY,WATSON,M,timothy2@adventure-works.com,49.98
15217,ROSA,ZENG,F,rosa22@adventure-works.com,49.98
6784,GERALD,JORDAN,M,gerald30@adventure-works.com,49.98
4604,DANNY,MUNOZ,M,danny8@adventure-works.com,49.98
7084,HAILEY,PERRY,F,hailey29@adventure-works.com,49.98
13244,MISTY,NARA,F,misty18@adventure-works.com,49.98
2894,CAMERON,SHARMA,M,cameron26@adventure-works.com,49.98
2549,BRIANNA,WATSON,F,brianna44@adventure-works.com,49.98
5156,DIANA,MUNOZ,F,diana6@adventure-works.com,49.98
16060,SHAWNA,TANG,F,shawna4@adventure-works.com,49.98
17024,TIMOTHY,COOK,M,timothy23@adventure-works.com,49.98
13788,NICOLAS,DENG,M,nicolas0@adventure-works.com,49.98
10729,KEVIN,HUGHES,M,kevin14@adventure-works.com,49.98
7429,IAN,HALL,M,ian22@adventure-works.com,49.98
14730,REGINA,MADAN,F,regina7@adventure-works.com,49.98
12609,MATTHEW,WHITE,M,matthew18@adventure-works.com,49.98
11002,KURT,SHAN,M,kurt10@adventure-works.com,49.98
7390,HUNTER,SMITH,M,hunter59@adventure-works.com,49.98
14358,PHILLIP,SMITH,M,phillip9@adventure-works.com,49.98
539,ALEXANDRA,KING,F,alexandra60@adventure-works.com,49.98
17238,TRINITY,MURPHY,F,trinity13@adventure-works.com,49.98
3116,CAROL,SIMMONS,F,carol21@adventure-works.com,49.98
13060,MICHELE,MARTINEZ,F,michele31@adventure-works.com,49.98
10587,KELLY,HAYES,F,kelly27@adventure-works.com,49.98
13919,NOAH,HAYES,M,noah20@adventure-works.com,49.98
10329,KATHLEEN,ROMERO,F,kathleen11@adventure-works.com,49.98
10554,KELLI,ZHANG,F,kelli0@adventure-works.com,49.98
17646,WAYNE,YUAN,M,wayne8@adventure-works.com,49.98
16154,SOPHIA,EVANS,F,sophia0@adventure-works.com,49.98
10220,KATELYN,TORRES,F,katelyn12@adventure-works.com,49.98
8829,JESSE,MORGAN,M,jesse13@adventure-works.com,49.98
9151,JOE,PRASAD,M,joe12@adventure-works.com,49.98
896,ALVIN,RAJI,M,alvin42@adventure-works.com,49.98
14380,PRESTON,SARA,M,preston9@adventure-works.com,49.98
13777,NICHOLE,SHAN,F,nichole10@adventure-works.com,49.98
10043,KARA,XU,F,kara5@adventure-works.com,49.97
4757,DAWN,CHANDER,F,dawn40@adventure-works.com,49.97
14576,RANDALL,MORENO,M,randall7@adventure-works.com,49.97
1598,ARMANDO,GILL,M,armando14@adventure-works.com,49.96
14239,PAULA,HERNANDEZ,F,paula6@adventure-works.com,49.96
2788,CALEB,BAKER,M,caleb37@adventure-works.com,49.96
14860,RICHARD,MORRIS,M,richard99@adventure-works.com,49.96
11065,LACEY,CHEN,F,lacey14@adventure-works.com,49.96
12589,MATTHEW,ANDERSON,M,matthew15@adventure-works.com,49.96
11333,LEE,JIMENEZ,M,lee3@adventure-works.com,49.96
7888,JACOB,ROBINSON,M,jacob14@adventure-works.com,49.96
5798,EMILY,BROWN,F,emily4@adventure-works.com,49.96
15759,SEAN,KING,M,sean50@adventure-works.com,49.96
11116,LANCE,MORENO,M,lance6@adventure-works.com,49.96
8753,JERMAINE,MADAN,M,jermaine6@adventure-works.com,49.96
16862,TERRY,PAL,M,terry15@adventure-works.com,49.96
1102,ANA,HAYES,F,ana21@adventure-works.com,49.96
9238,JOHNNY,KUMAR,M,johnny8@adventure-works.com,49.96
946,ALYSSA,LEWIS,F,alyssa21@adventure-works.com,49.96
7364,HUNTER,JONES,M,hunter62@adventure-works.com,49.96
15618,SARA,KING,F,sara46@adventure-works.com,49.96
7184,HANNAH,HENDERSON,F,hannah28@adventure-works.com,49.96
17296,TROY,KAPOOR,M,troy1@adventure-works.com,49.96
16809,TERESA,TORRES,F,teresa12@adventure-works.com,49.96
6834,GILBERT,NATH,M,gilbert38@adventure-works.com,49.96
9335,JONATHAN,LEE,M,jonathan76@adventure-works.com,49.96
7154,HALEY,SANDERS,F,haley19@adventure-works.com,49.888400000000004
8565,JENNIFER,KELLY,F,jennifer73@adventure-works.com,49.849999999999994
16405,SUMMER,MARTINEZ,F,summer15@adventure-works.com,49.849999999999994
3526,CHASE,ROGERS,M,chase20@adventure-works.com,49.849999999999994
16076,SHEENA,RAI,F,sheena16@adventure-works.com,49.849999999999994
17683,WESLEY,ZHU,M,wesley14@adventure-works.com,49.849999999999994
5268,DONNA,RAJE,F,donna12@adventure-works.com,49.849999999999994
5168,DIANE,ALVAREZ,F,diane9@adventure-works.com,49.849999999999994
6942,GRACE,GRAY,F,grace41@adventure-works.com,49.849999999999994
11171,LATASHA,SANZ,F,latasha20@adventure-works.com,49.849999999999994
12966,MEREDITH,SRINI,F,meredith7@adventure-works.com,49.849999999999994
17198,TRACY,SHARMA,F,tracy8@adventure-works.com,49.849999999999994
15631,SARA,RICHARDSON,F,sara10@adventure-works.com,49.56
4522,DANA,BLANCO,F,dana8@adventure-works.com,49.56
6411,FRANCISCO,SANCHEZ,M,francisco22@adventure-works.com,49.56
3535,CHELSEA,GARCIA,F,chelsea16@adventure-works.com,49.56
6204,EVAN,KELLY,M,evan2@adventure-works.com,49.56
3905,CLAYTON,CAI,M,clayton18@adventure-works.com,49.56
329,ALBERT,DIAZ,M,albert5@adventure-works.com,49.56
214,ADRIAN,STEWART,M,adrian21@adventure-works.com,49.56
17838,XAVIER,ALEXANDER,M,xavier59@adventure-works.com,49.56
4619,DARRELL,CHANDE,M,darrell4@adventure-works.com,49.56
16183,SPENCER,HAYES,M,spencer25@adventure-works.com,49.56
595,ALEXANDRIA,COLEMAN,F,alexandria6@adventure-works.com,49.56
15455,SABRINA,SANZ,F,sabrina14@adventure-works.com,49.56
15454,SABRINA,RUIZ,F,sabrina17@adventure-works.com,49.56
17671,WESLEY,LIN,M,wesley8@adventure-works.com,49.56
9543,JOSE,LAL,M,jose23@adventure-works.com,49.56
9273,JON,LU,M,jon31@adventure-works.com,49.56
3234,CASEY,DENG,F,casey1@adventure-works.com,49.56
16433,SUSAN,WANG,F,susan11@adventure-works.com,49.56
8750,JERMAINE,GARCIA,M,jermaine13@adventure-works.com,49.56
14121,PABLO,ROVIRA DIEZ,M,pablo0@adventure-works.com,49.56
4384,DALE,RAJI,M,dale19@adventure-works.com,49.56
16344,STEPHANIE,TORRES,F,stephanie19@adventure-works.com,49.56
1065,AMBER,PHILLIPS,F,amber5@adventure-works.com,49.54
5085,DEVIN,MARTIN,M,devin13@adventure-works.com,49.26
848,ALLISON,MURPHY,F,allison14@adventure-works.com,49.150000000000006
6517,GABRIEL,HILL,M,gabriel44@adventure-works.com,49.150000000000006
17464,VICTORIA,COX,F,victoria37@adventure-works.com,49.150000000000006
2167,BLAKE,SCOTT,M,blake31@adventure-works.com,48.95
12200,MARGARET,ZHOU,F,margaret15@adventure-works.com,48.6242
7031,GREGORY,RAJE,M,gregory17@adventure-works.com,48.6142
1559,ARIANNA,COOPER,F,arianna30@adventure-works.com,48.6142
17494,VICTORIA,RAMIREZ,F,victoria43@adventure-works.com,48.6142
10013,KAITLYN,TAYLOR,F,kaitlyn31@adventure-works.com,48.6142
5287,DOUGLAS,PRASAD,M,douglas13@adventure-works.com,48.6142
13695,NATHANIEL,SANDERS,M,nathaniel4@adventure-works.com,48.6142
7665,ISABELLE,WOOD,F,isabelle2@adventure-works.com,48.6142
5010,DESTINY,MARTIN,F,destiny14@adventure-works.com,48.6142
16399,SUMMER,CHANDRA,F,summer2@adventure-works.com,48.6142
383,ALEJANDRO,LU,M,alejandro14@adventure-works.com,48.6142
3976,CLINTON,SANDBERG,M,clinton16@adventure-works.com,48.6142
15308,RUBEN,DIAZ,M,ruben26@adventure-works.com,48.6142
97,ABIGAIL,HENDERSON,F,abigail30@adventure-works.com,48.6142
8715,JEREMY,CLARK,M,jeremy5@adventure-works.com,48.6142
4730,DAVID,MILLER,M,david64@adventure-works.com,48.6142
4418,DALTON,GREEN,M,dalton30@adventure-works.com,48.6142
14423,RACHAEL,SARA,F,rachael10@adventure-works.com,48.6142
12011,MANDY,ZENG,F,mandy23@adventure-works.com,48.6142
11428,LINDA,VAZQUEZ,F,linda30@adventure-works.com,48.6142
15407,RYAN,JAI,M,ryan35@adventure-works.com,48.6142
17843,XAVIER,BELL,M,xavier81@adventure-works.com,48.6142
8031,JAIME,GUTIERREZ,M,jaime49@adventure-works.com,48.6142
8980,JILL,MOORE,F,jill5@adventure-works.com,48.6142
1394,ANNA,GONZALES,F,anna42@adventure-works.com,48.6142
9520,JOSE,COLLINS,M,jose40@adventure-works.com,48.6142
8150,JAMES,SMITH,M,james75@adventure-works.com,48.6142
9824,JULIO,DIAZ,M,julio2@adventure-works.com,48.6142
17005,TIFFANY,MA,F,tiffany16@adventure-works.com,48.6142
10647,KELVIN,SHAN,M,kelvin7@adventure-works.com,48.6142
14276,PEDRO,PRASAD,M,pedro9@adventure-works.com,48.6142
12564,MASON,SCOTT,M,mason36@adventure-works.com,48.6142
7573,ISABELLA,COOK,F,isabella86@adventure-works.com,48.54
14398,PRISCILLA,RAJI,F,priscilla20@adventure-works.com,48.54
10018,KAITLYN,WASHINGTON,F,kaitlyn80@adventure-works.com,48.54
12779,MEGHAN,SUAREZ,F,meghan18@adventure-works.com,48.54
11809,LUKE,SHAN,M,luke20@adventure-works.com,48.54
14480,RACHEL,RUSSELL,F,rachel68@adventure-works.com,48.54
14925,RILEY,BRADLEY,F,riley1@adventure-works.com,48.54
14501,RAFAEL,GAO,M,rafael16@adventure-works.com,48.54
13199,MINDY,PAL,F,mindy17@adventure-works.com,48.54
14507,RAFAEL,KUMAR,M,rafael31@adventure-works.com,48.54
6740,GEOFFREY,MALHOTRA,M,geoffrey5@adventure-works.com,48.54
8892,JESSICA,MILLER,F,jessica53@adventure-works.com,48.54
841,ALLISON,HOWARD,F,allison10@adventure-works.com,48.54
17720,WILLIAM,TAYLOR,M,william24@adventure-works.com,48.54
12003,MANDY,LU,F,mandy13@adventure-works.com,48.54
6881,GLENN,GUO,M,glenn19@adventure-works.com,48.54
1890,BAILEY,MORRIS,F,bailey16@adventure-works.com,48.54
9874,JUSTIN,MOORE,M,justin39@adventure-works.com,48.5381
15059,ROBIN,GILL,F,robin10@adventure-works.com,48.0673
15975,SHANNON,ZHENG,F,shannon18@adventure-works.com,48.0673
16436,SUSAN,YANG,F,susan14@adventure-works.com,48.0673
8496,JEFFERY,ZHANG,M,jeffery0@adventure-works.com,48.0673
12482,MARVIN,MUNOZ,M,marvin8@adventure-works.com,48.0673
17877,XAVIER,JAMES,M,xavier65@adventure-works.com,48.0673
2554,BRIDGET,CHANDE,F,bridget17@adventure-works.com,48.0673
15936,SHANE,SRINI,M,shane12@adventure-works.com,48.0673
10092,KARI,MEHTA,F,kari14@adventure-works.com,48.0673
1682,ARTURO,RAJE,M,arturo39@adventure-works.com,48.0673
5679,EDWIN,SHAN,M,edwin33@adventure-works.com,48.0673
8176,JAMIE,LI,F,jamie5@adventure-works.com,48.0673
17423,VERONICA,SANCHEZ,F,veronica22@adventure-works.com,48.0673
2222,BRAD,BECK,M,brad21@adventure-works.com,48.0673
14938,RILEY,HUGHES,F,riley9@adventure-works.com,48.0673
3765,CHRISTOPHER,MILLER,M,christopher6@adventure-works.com,48.0673
45,AARON,SHARMA,M,aaron30@adventure-works.com,48.0673
8768,JEROME,BROWNING,M,jerome14@adventure-works.com,48.0673
12675,MEAGAN,CHANDRA,F,meagan2@adventure-works.com,48.0673
12944,MEREDITH,JOHNSEN,F,meredith28@adventure-works.com,48.0673
333,ALBERT,JIMÉNEZ,M,albert8@adventure-works.com,48.0673
6710,GAVIN,ALEXANDER,M,gavin17@adventure-works.com,48.0673
7256,HECTOR,GOMEZ,M,hector21@adventure-works.com,48.0673
12800,MELANIE,HUGHES,F,melanie27@adventure-works.com,48.0673
16486,SYDNEY,COOPER,F,sydney11@adventure-works.com,48.0673
15319,RUBEN,LOPEZ,M,ruben18@adventure-works.com,48.0673
13031,MICHELE,ALVAREZ,F,michele39@adventure-works.com,48.0673
15746,SEAN,COOK,M,sean29@adventure-works.com,48.0673
1919,BARBARA,HE,F,barbara27@adventure-works.com,48.0673
15249,ROSS,RUIZ,M,ross22@adventure-works.com,48.0673
16055,SHAWNA,RAJI,F,shawna20@adventure-works.com,48.0673
8373,JASON,ALEXANDER,M,jason16@adventure-works.com,48.0673
13721,NELSON,CARLSON,M,nelson17@adventure-works.com,48.0673
12140,MARCUS,PATTERSON,M,marcus60@adventure-works.com,47.97
17970,ZACHARY,LEE,M,zachary29@adventure-works.com,47.94
2329,BRANDON,THOMAS,M,brandon31@adventure-works.com,47.94
12595,MATTHEW,JACKSON,M,matthew17@adventure-works.com,47.94
15268,ROY,DOMINGUEZ,M,roy32@adventure-works.com,47.94
7191,HANNAH,LONG,F,hannah32@adventure-works.com,47.56
7426,IAN,GRAY,M,ian72@adventure-works.com,47.56
6641,GABRIELLE,RIVERA,F,gabrielle8@adventure-works.com,47.559999999999995
875,ALVIN,CHANDE,M,alvin36@adventure-works.com,47.559999999999995
13028,MICHEAL,SERRANO,M,micheal12@adventure-works.com,47.559999999999995
9936,KAITLIN,VANCE,F,kaitlin4@adventure-works.com,47.559999999999995
4437,DALTON,MARTINEZ,M,dalton16@adventure-works.com,47.559999999999995
12530,MASON,BENDIXEN,M,mason1@adventure-works.com,47.559999999999995
2328,BRANDON,TAYLOR,M,brandon29@adventure-works.com,47.559999999999995
3936,CLAYTON,YANG,M,clayton5@adventure-works.com,47.559999999999995
8881,JESSICA,JACKSON,F,jessica59@adventure-works.com,47.559999999999995
10878,KRISTIN,TANG,F,kristin6@adventure-works.com,47.559999999999995
10905,KRISTINE,CARLSON,F,kristine19@adventure-works.com,47.559999999999995
11785,LUKE,GREEN,M,luke45@adventure-works.com,47.559999999999995
5867,EMMA,JENKINS,F,emma53@adventure-works.com,47.559999999999995
15585,SANDRA,WANG,F,sandra7@adventure-works.com,47.559999999999995
17364,VALERIE,GUO,F,valerie19@adventure-works.com,47.559999999999995
4658,DARREN,PATEL,M,darren5@adventure-works.com,47.559999999999995
7243,HEATHER,XU,F,heather11@adventure-works.com,47.559999999999995
15240,ROSS,NAVARRO,M,ross28@adventure-works.com,47.559999999999995
10009,KAITLYN,SANDERS,F,kaitlyn67@adventure-works.com,47.559999999999995
6901,GLENN,ZHU,M,glenn15@adventure-works.com,47.559999999999995
17118,TOMMY,XIE,M,tommy1@adventure-works.com,47.559999999999995
2851,CALVIN,SHARMA,M,calvin9@adventure-works.com,47.559999999999995
12539,MASON,GONZALEZ,M,mason29@adventure-works.com,47.559999999999995
1869,BAILEY,BAKER,F,bailey36@adventure-works.com,47.559999999999995
7399,HUNTER,WRIGHT,M,hunter46@adventure-works.com,47.559999999999995
12487,MARVIN,RUIZ,M,marvin2@adventure-works.com,47.559999999999995
3764,CHRISTOPHER,MARTINEZ,M,christopher17@adventure-works.com,47.559999999999995
13801,NICOLAS,XU,M,nicolas3@adventure-works.com,47.559999999999995
2142,BLAKE,JENKINS,M,blake54@adventure-works.com,47.559999999999995
4797,DAWN,ZHOU,F,dawn10@adventure-works.com,47.559999999999995
14023,OLIVIA,STEWART,F,olivia24@adventure-works.com,47.559999999999995
10352,KATHRYN,XU,F,kathryn4@adventure-works.com,47.559999999999995
13480,NAOMI,NAVARRO,F,naomi10@adventure-works.com,47.559999999999995
6222,EVAN,STEWART,M,evan27@adventure-works.com,47.559999999999995
13043,MICHELE,FERNANDEZ,F,michele29@adventure-works.com,47.559999999999995
7840,JACLYN,GAO,F,jaclyn16@adventure-works.com,47.559999999999995
10688,KENNETH,ANAND,M,kenneth18@adventure-works.com,47.559999999999995
11490,LISA,YE,F,lisa13@adventure-works.com,47.559999999999995
14426,RACHAEL,VANCE,F,rachael4@adventure-works.com,47.559999999999995
13853,NICOLE,ROBINSON,F,nicole18@adventure-works.com,47.559999999999995
14465,RACHEL,MORGAN,F,rachel33@adventure-works.com,47.559999999999995
7924,JACQUELINE,PATTERSON,F,jacqueline11@adventure-works.com,47.559999999999995
10785,KRISTA,DIAZ,F,krista3@adventure-works.com,47.559999999999995
16721,TASHA,XIE,F,tasha3@adventure-works.com,47.559999999999995
10827,KRISTI,DIAZ,F,kristi43@adventure-works.com,47.559999999999995
10896,KRISTINA,RANA,F,kristina11@adventure-works.com,47.559999999999995
14837,RICHARD,GRIFFIN,M,richard76@adventure-works.com,47.559999999999995
7312,HENRY,SULLIVAN,M,henry14@adventure-works.com,47.559999999999995
6785,GERALD,LOPEZ,M,gerald2@adventure-works.com,47.559999999999995
14453,RACHEL,JAMES,F,rachel44@adventure-works.com,47.559999999999995
16012,SHAUN,RAI,M,shaun18@adventure-works.com,47.559999999999995
12108,MARCUS,GONZALEZ,M,marcus36@adventure-works.com,47.559999999999995
16709,TASHA,LAL,F,tasha9@adventure-works.com,47.559999999999995
8426,JAVIER,MUÑOZ,M,javier3@adventure-works.com,47.559999999999995
6858,GINA,BLANCO,F,gina16@adventure-works.com,47.559999999999995
3368,CEDRIC,HU,M,cedric20@adventure-works.com,47.559999999999995
9504,JORGE,ZHANG,M,jorge1@adventure-works.com,47.559999999999995
9679,JUAN,RUIZ,M,juan0@adventure-works.com,47.559999999999995
6241,EVELYN,PRASAD,F,evelyn10@adventure-works.com,47.559999999999995
8946,JESSIE,NAVARRO,F,jessie24@adventure-works.com,47.559999999999995
12209,MARIA,BRYANT,F,maria39@adventure-works.com,47.559999999999995
11458,LINDSEY,GOEL,F,lindsey19@adventure-works.com,47.559999999999995
16706,TASHA,GOEL,F,tasha20@adventure-works.com,47.559999999999995
8112,JAMES,HAYES,M,james38@adventure-works.com,47.45
8660,JEREMIAH,GONZALES,M,jeremiah34@adventure-works.com,47.45
11195,LATOYA,YUAN,F,latoya6@adventure-works.com,47.4226
2295,BRANDON,DAVIS,M,brandon43@adventure-works.com,47.42
939,ALYSSA,JACKSON,F,alyssa11@adventure-works.com,47.27
3960,CLIFFORD,SRINI,M,clifford8@adventure-works.com,47.269999999999996
11270,LAUREN,ROSS,F,lauren51@adventure-works.com,47.269999999999996
12991,MICAH,ZHOU,M,micah19@adventure-works.com,47.269999999999996
9034,JIMMY,ROMERO,M,jimmy12@adventure-works.com,47.269999999999996
14888,RICHARD,TORRES,M,richard85@adventure-works.com,47.269999999999996
13253,MISTY,SHEN,F,misty3@adventure-works.com,47.248400000000004
1280,ANGEL,TORRES,M,angel3@adventure-works.com,47.248400000000004
13526,NATALIE,JAMES,F,natalie20@adventure-works.com,47.248400000000004
13996,OLIVIA,JONES,F,olivia3@adventure-works.com,47.248400000000004
15757,SEAN,JAMES,M,sean15@adventure-works.com,47.248400000000004
